CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_SEX,VIC_AGE_GROUP,VIC_RACE,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,JURISDICTION_CODE,HOUSING_PSA
6726743131,2020-06-25,14:17:51,2022-12-17,11:07:12,2020-06-21,540,Murder,388,Murder,ATTEMPTED,FELONY,Bihar Police,Bihar,55,Inside,Commercial,,,542067,812455,-55.4924225,-31.071747,"51.4398905, -107.304002",Bihar Zone,Patna Police Station,M,65+,Indian,18-24,Indian,F,25,5,141
429652178,2021-12-09,21:44:49,2020-08-12,01:49:38,2023-01-16,156,Murder,294,Murder,ATTEMPTED,VIOLATION,Bihar Police,Bihar,13,Outside,Residence,,,898278,864231,-49.314218,-131.733030,"58.5631495, 93.109911",Bihar Zone,Gaya Police Station,M,65+,Black,18-24,White,M,17,15,188
4490432413,2023-04-08,20:32:30,2021-04-30,05:47:59,2021-06-26,841,Vehicle Theft,854,Dowry Death,ATTEMPTED,FELONY,West Bengal Police,West Bengal,80,Outside,Residence,,,806395,733553,-51.328644,95.944966,"58.4665495, 165.735260",West Bengal Zone,Howrah Police Station,F,25-44,Indian,18-24,Other Asian,F,16,19,10
9728885299,2020-11-30,21:17:09,2023-01-18,07:49:30,2021-04-18,717,Theft,367,Assault,COMPLETED,FELONY,Maharashtra Police,Maharashtra,44,Outside,Commercial,,,904745,652055,14.0404225,-105.226527,"79.0017655, 20.523460",Maharashtra Zone,Pune Police Station,M,45-64,White,45-64,Other Asian,M,14,3,86
2287297327,2020-08-03,19:44:43,2023-10-14,05:56:35,2022-02-27,356,Domestic Violence,927,Kidnapping,ATTEMPTED,VIOLATION,Maharashtra Police,Maharashtra,16,Outside,Street,,,810110,688287,-80.3330755,178.477695,"28.3865285, 141.897994",Maharashtra Zone,Nagpur Police Station,F,<18,Black,<18,Indian,F,24,4,81
306373233,2020-03-07,05:30:39,2022-01-07,12:24:41,2023-02-04,743,Vehicle Theft,890,Kidnapping,ATTEMPTED,FELONY,Punjab Police,Punjab,24,Inside,Street,,,644584,863804,72.2568495,-117.428192,"21.6605735, -131.586072",Punjab Zone,Jalandhar Police Station,M,45-64,White,65+,Other Asian,F,24,15,107
1832002286,2024-07-21,13:22:37,2021-02-10,06:28:21,2020-03-31,298,Murder,612,Theft,COMPLETED,VIOLATION,Karnataka Police,Karnataka,96,Outside,Street,Hubli,,581694,721310,9.597052,-174.338553,"-15.092087, 38.928890",Karnataka Zone,Hubli Police Station,F,<18,Indian,<18,Other Asian,M,14,17,197
1642151826,2020-09-11,14:46:24,2022-09-06,04:05:34,2024-07-27,144,Kidnapping,400,Theft,ATTEMPTED,FELONY,Gujarat Police,Gujarat,71,Outside,Residence,,,834483,998794,-47.739509,176.501689,"-28.7068425, 173.873414",Gujarat Zone,Surat Police Station,M,65+,Black,<18,Other Asian,M,11,5,136
5359020103,2022-12-27,00:28:58,2022-03-18,09:49:42,2023-07-04,331,Fraud,212,Drug Trafficking,COMPLETED,VIOLATION,Uttar Pradesh Police,Uttar Pradesh,94,Inside,Residence,,,970860,699509,9.843699,13.898957,"-10.405098, 147.917696",Uttar Pradesh Zone,Lucknow Police Station,F,<18,Black,25-44,Indian,F,23,15,11
3816648581,2024-03-06,23:28:42,2022-03-29,03:18:42,2021-01-16,688,Theft,266,Fraud,COMPLETED,FELONY,Maharashtra Police,Maharashtra,10,Inside,Residence,,,591121,617466,-88.598051,-5.244767,"-76.231160, 97.764265",Maharashtra Zone,Mumbai Police Station,M,18-24,Black,18-24,White,F,17,8,130
5462324577,2021-06-25,14:37:13,2024-05-30,11:35:11,2020-12-28,398,Kidnapping,347,Murder,ATTEMPTED,MISDEMEANOR,Maharashtra Police,Maharashtra,15,Outside,Commercial,,,964730,970368,-33.823632,-68.669817,"-74.939778, -178.558694",Maharashtra Zone,Pune Police Station,F,45-64,Indian,18-24,Indian,F,18,5,156
5579646556,2022-01-25,06:51:22,2021-06-19,18:12:59,2023-03-08,306,Cyber Crime,394,Theft,COMPLETED,MISDEMEANOR,Rajasthan Police,Rajasthan,86,Inside,Street,Jodhpur,,706211,556114,62.618216,124.770553,"32.9847285, -79.947263",Rajasthan Zone,Jodhpur Police Station,M,18-24,Indian,<18,Black,F,10,19,160
4105684006,2023-08-07,20:31:38,2020-08-29,10:33:38,2020-03-24,400,Domestic Violence,497,Drug Trafficking,COMPLETED,VIOLATION,West Bengal Police,West Bengal,36,Inside,Residence,,,588525,838093,51.1106335,129.651882,"-15.5608295, -62.666277",West Bengal Zone,Howrah Police Station,F,25-44,Indian,25-44,Indian,M,3,6,112
5938566099,2023-01-03,02:19:35,2020-05-21,02:49:54,2021-08-04,420,Cyber Crime,442,Fraud,ATTEMPTED,VIOLATION,Bihar Police,Bihar,51,Outside,Commercial,Gaya,,969586,892433,-43.164282,9.301730,"-89.3475805, -80.841182",Bihar Zone,Gaya Police Station,M,45-64,Black,25-44,White,M,19,15,117
9235039929,2022-02-12,03:33:34,2021-06-06,15:04:02,2021-02-04,710,Drug Trafficking,203,Murder,ATTEMPTED,MISDEMEANOR,Bihar Police,Bihar,1,Inside,Park,,,504496,602140,37.139619,-87.177866,"-33.0941345, -89.920805",Bihar Zone,Patna Police Station,M,<18,Black,<18,Black,M,8,9,153
9072216469,2023-02-02,10:42:34,2022-01-09,01:19:46,2023-05-28,680,Dowry Death,474,Murder,COMPLETED,MISDEMEANOR,Punjab Police,Punjab,40,Inside,Residence,Ludhiana,,999882,602091,8.864884,-29.083031,"6.2103965, -172.372143",Punjab Zone,Ludhiana Police Station,M,65+,Other Asian,25-44,Black,F,19,8,62
7603345627,2020-01-26,14:19:33,2021-06-03,21:23:21,2023-01-15,541,Theft,737,Drug Trafficking,ATTEMPTED,FELONY,Gujarat Police,Gujarat,55,Outside,Commercial,,,673140,825220,10.665306,-159.245636,"-72.8693115, -26.885134",Gujarat Zone,Surat Police Station,M,25-44,Other Asian,65+,Black,F,22,5,198
4092976898,2024-01-29,12:12:47,2022-02-14,09:13:13,2024-09-24,477,Murder,700,Cyber Crime,ATTEMPTED,VIOLATION,Punjab Police,Punjab,18,Inside,Public Transport,,,526527,520235,-6.320852,65.432384,"-9.4938605, 128.775496",Punjab Zone,Jalandhar Police Station,F,<18,Other Asian,18-24,White,F,22,20,51
4986893126,2024-04-28,20:26:36,2020-12-18,22:14:47,2024-09-05,457,Theft,956,Vehicle Theft,ATTEMPTED,VIOLATION,Rajasthan Police,Rajasthan,10,Inside,Park,,,504344,814924,68.425257,-88.171790,"11.6817635, -29.828600",Rajasthan Zone,Jodhpur Police Station,F,65+,Black,25-44,White,F,10,4,74
2890705582,2022-02-21,22:46:32,2021-12-15,22:02:26,2020-11-01,807,Murder,951,Cyber Crime,ATTEMPTED,MISDEMEANOR,Bihar Police,Bihar,36,Inside,Park,Bhagalpur,,620944,900741,4.4765425,169.403848,"50.622852, -155.067013",Bihar Zone,Bhagalpur Police Station,M,65+,Indian,65+,Indian,M,24,2,194
5839568288,2022-05-08,01:55:30,2022-03-18,19:09:24,2020-03-11,717,Domestic Violence,896,Dowry Death,ATTEMPTED,VIOLATION,Punjab Police,Punjab,100,Inside,Commercial,Ludhiana,,938397,670743,43.9124305,-66.979010,"69.7482965, -174.080683",Punjab Zone,Ludhiana Police Station,M,45-64,Indian,45-64,Black,F,9,17,196
9564530612,2023-02-13,14:14:05,2021-01-24,22:52:50,2022-10-14,366,Domestic Violence,754,Vehicle Theft,COMPLETED,VIOLATION,Gujarat Police,Gujarat,31,Inside,Park,,,929174,679540,29.5912225,-146.268999,"-59.575297, 159.053830",Gujarat Zone,Vadodara Police Station,M,65+,White,18-24,Other Asian,F,7,8,191
816486855,2022-04-21,11:09:55,2020-06-22,01:59:15,2022-07-27,275,Fraud,710,Fraud,ATTEMPTED,MISDEMEANOR,Delhi Police,Delhi,32,Inside,Public Transport,Saket,,883233,745569,25.0311125,-65.725806,"17.393857, 86.025379",Delhi Zone,Saket Police Station,F,25-44,Indian,18-24,Other Asian,M,20,12,172
439004354,2022-09-15,03:50:06,2021-05-27,11:16:05,2021-03-22,855,Assault,217,Cyber Crime,ATTEMPTED,FELONY,Uttar Pradesh Police,Uttar Pradesh,9,Inside,Residence,,,873075,901827,-33.1445015,-167.578890,"-83.687108, 169.595755",Uttar Pradesh Zone,Lucknow Police Station,M,45-64,Black,<18,Black,F,8,17,107
367196640,2020-04-20,06:26:05,2023-04-20,17:58:15,2022-07-20,630,Domestic Violence,601,Vehicle Theft,COMPLETED,VIOLATION,Maharashtra Police,Maharashtra,71,Inside,Street,,,844083,809673,65.131695,-160.360895,"31.7120745, -115.381029",Maharashtra Zone,Nagpur Police Station,M,<18,Other Asian,45-64,Black,M,9,3,171
3355744180,2024-03-12,20:40:23,2023-04-15,01:57:23,2021-06-19,381,Assault,272,Fraud,COMPLETED,MISDEMEANOR,Punjab Police,Punjab,1,Inside,Public Transport,,,976698,546043,57.712293,-59.064189,"15.0411965, -118.244042",Punjab Zone,Ludhiana Police Station,M,25-44,White,25-44,Other Asian,M,4,6,167
9330684699,2022-06-13,22:36:48,2024-07-02,09:36:07,2022-07-16,295,Cyber Crime,546,Theft,COMPLETED,MISDEMEANOR,Tamil Nadu Police,Tamil Nadu,92,Outside,Residence,Coimbatore,,675868,856274,-25.586366,-82.117131,"71.573851, -162.505680",Tamil Nadu Zone,Coimbatore Police Station,F,65+,Indian,65+,Black,M,24,9,102
7358629732,2021-08-21,19:41:23,2022-01-08,00:34:55,2024-01-15,550,Assault,253,Murder,COMPLETED,MISDEMEANOR,Uttar Pradesh Police,Uttar Pradesh,81,Inside,Park,,,500858,567587,40.757459,-96.921603,"-10.600672, -166.902699",Uttar Pradesh Zone,Kanpur Police Station,M,65+,Other Asian,25-44,Black,F,4,9,28
1002384861,2020-12-28,16:00:19,2020-03-21,18:03:31,2021-04-21,269,Drug Trafficking,925,Murder,COMPLETED,VIOLATION,Uttar Pradesh Police,Uttar Pradesh,15,Outside,Public Transport,,,742224,709596,-86.7240855,-2.849099,"25.0049255, 156.536979",Uttar Pradesh Zone,Lucknow Police Station,F,<18,Black,45-64,Other Asian,M,6,19,3
4880809199,2023-08-23,12:53:44,2020-08-22,17:32:50,2023-01-10,840,Domestic Violence,335,Assault,COMPLETED,MISDEMEANOR,Punjab Police,Punjab,68,Inside,Street,Jalandhar,,530892,726452,-46.076369,173.582040,"15.5238425, -137.565300",Punjab Zone,Jalandhar Police Station,M,65+,Black,<18,White,M,23,6,8
5146631090,2024-05-13,10:36:28,2024-05-01,03:40:54,2020-10-15,936,Domestic Violence,524,Dowry Death,ATTEMPTED,MISDEMEANOR,Tamil Nadu Police,Tamil Nadu,89,Outside,Park,Chennai,,674638,679116,63.898256,96.861582,"48.507851, -14.475298",Tamil Nadu Zone,Chennai Police Station,F,25-44,Other Asian,25-44,White,F,20,3,20
8155335209,2022-07-04,00:17:58,2022-03-26,11:17:06,2021-03-27,964,Domestic Violence,426,Fraud,COMPLETED,VIOLATION,Delhi Police,Delhi,19,Outside,Public Transport,,,914454,918197,-12.131844,139.908260,"-42.011573, -139.071627",Delhi Zone,Saket Police Station,F,<18,White,65+,Indian,M,3,13,162
5002695369,2022-07-16,10:58:04,2023-07-17,23:05:58,2024-04-14,733,Cyber Crime,583,Fraud,ATTEMPTED,VIOLATION,Gujarat Police,Gujarat,83,Outside,Public Transport,,,675247,980000,24.9195785,23.993401,"-83.0981975, 99.340248",Gujarat Zone,Surat Police Station,M,<18,Black,<18,Indian,F,3,16,181
965647827,2021-05-14,17:44:43,2023-03-01,13:06:04,2023-01-11,642,Fraud,246,Theft,ATTEMPTED,MISDEMEANOR,Rajasthan Police,Rajasthan,82,Inside,Commercial,Jodhpur,,807526,507746,33.156336,95.867424,"34.254914, 96.471035",Rajasthan Zone,Jodhpur Police Station,F,18-24,Other Asian,25-44,White,M,7,20,56
1501618856,2023-11-25,09:09:59,2024-08-30,12:56:58,2020-03-17,730,Domestic Violence,428,Theft,ATTEMPTED,FELONY,Rajasthan Police,Rajasthan,19,Inside,Public Transport,,,564807,766526,-70.1013155,43.476443,"-32.365008, 55.396603",Rajasthan Zone,Jodhpur Police Station,M,65+,Indian,25-44,Other Asian,F,4,10,73
853328326,2020-06-26,03:32:02,2023-10-14,07:00:43,2022-10-31,940,Murder,924,Cyber Crime,ATTEMPTED,FELONY,Uttar Pradesh Police,Uttar Pradesh,53,Outside,Residence,,,852672,972170,-64.0631765,26.043088,"-50.619355, -69.844855",Uttar Pradesh Zone,Lucknow Police Station,F,<18,Other Asian,25-44,Black,M,18,18,164
559559487,2022-09-02,21:15:44,2024-01-11,09:41:41,2020-08-29,393,Dowry Death,184,Murder,COMPLETED,FELONY,Karnataka Police,Karnataka,50,Outside,Park,,,855299,888773,-81.1521875,-30.773985,"-19.1905525, 81.289575",Karnataka Zone,Hubli Police Station,F,45-64,Other Asian,18-24,Other Asian,M,2,18,88
892113813,2023-03-30,15:02:18,2024-05-28,16:11:11,2024-04-26,804,Murder,104,Kidnapping,ATTEMPTED,MISDEMEANOR,Gujarat Police,Gujarat,3,Outside,Park,,,640941,717934,42.8397635,-26.197820,"-52.4955255, -169.987729",Gujarat Zone,Surat Police Station,F,65+,Black,18-24,Indian,F,11,8,155
9606482238,2022-05-17,13:01:27,2020-06-20,11:33:21,2022-07-05,181,Fraud,975,Drug Trafficking,ATTEMPTED,MISDEMEANOR,Uttar Pradesh Police,Uttar Pradesh,6,Inside,Street,,,559765,565436,72.173687,86.171900,"41.7351825, 53.990197",Uttar Pradesh Zone,Lucknow Police Station,F,65+,Other Asian,25-44,White,F,3,15,12
4239864636,2024-10-03,04:08:33,2022-08-26,09:19:51,2020-01-14,431,Domestic Violence,285,Dowry Death,ATTEMPTED,VIOLATION,Bihar Police,Bihar,19,Outside,Park,,,614144,637699,-12.461962,37.228801,"-5.451712, 65.607232",Bihar Zone,Gaya Police Station,F,25-44,Indian,25-44,Indian,F,17,15,130
46396065,2021-04-19,09:05:30,2021-04-08,14:13:18,2023-12-20,244,Assault,866,Domestic Violence,COMPLETED,FELONY,Gujarat Police,Gujarat,4,Outside,Public Transport,Vadodara,,863499,552961,-79.759970,-153.753027,"-27.362779, -96.208786",Gujarat Zone,Vadodara Police Station,F,18-24,Indian,<18,Black,M,19,17,18
1802585048,2023-03-06,13:49:36,2023-10-01,11:12:15,2024-06-09,563,Murder,699,Drug Trafficking,ATTEMPTED,VIOLATION,Uttar Pradesh Police,Uttar Pradesh,81,Inside,Park,,,639975,761201,39.8037515,79.396240,"-77.019806, 69.749784",Uttar Pradesh Zone,Kanpur Police Station,M,18-24,Other Asian,25-44,White,M,13,4,76
7214346080,2020-04-23,08:27:08,2020-01-21,08:40:54,2021-01-09,493,Fraud,680,Vehicle Theft,COMPLETED,FELONY,West Bengal Police,West Bengal,9,Outside,Residence,,,966285,897284,25.079626,-160.875322,"88.9204535, -136.916545",West Bengal Zone,Kolkata Police Station,M,65+,Other Asian,45-64,White,M,4,8,146
4325579588,2022-08-03,09:09:13,2023-11-20,11:28:21,2023-10-07,295,Cyber Crime,243,Cyber Crime,COMPLETED,MISDEMEANOR,Maharashtra Police,Maharashtra,70,Inside,Public Transport,,,967923,683948,88.1368755,-0.465664,"13.2657405, -116.236190",Maharashtra Zone,Nagpur Police Station,F,65+,White,45-64,White,F,3,13,15
704771698,2020-10-07,13:20:07,2024-06-08,15:28:32,2020-04-14,389,Cyber Crime,868,Drug Trafficking,ATTEMPTED,VIOLATION,Uttar Pradesh Police,Uttar Pradesh,35,Inside,Residence,,,560218,992936,55.8464775,-7.044264,"-72.642714, 176.096723",Uttar Pradesh Zone,Kanpur Police Station,F,25-44,Other Asian,65+,Indian,M,21,4,9
5317856412,2023-05-19,09:10:23,2022-10-15,23:02:49,2022-02-24,561,Domestic Violence,625,Domestic Violence,COMPLETED,FELONY,West Bengal Police,West Bengal,49,Inside,Residence,,,973726,625045,-61.0272595,129.233137,"62.463068, 77.128271",West Bengal Zone,Siliguri Police Station,F,25-44,White,45-64,Other Asian,F,25,19,169
6593572111,2020-02-22,21:22:37,2021-12-04,01:51:01,2022-10-11,844,Cyber Crime,566,Cyber Crime,COMPLETED,MISDEMEANOR,Punjab Police,Punjab,44,Inside,Commercial,,,767707,507454,-34.206010,92.832193,"-7.330718, 27.764236",Punjab Zone,Amritsar Police Station,F,<18,White,18-24,Black,F,15,7,9
9717761989,2023-02-18,09:07:50,2022-06-22,13:17:11,2020-09-30,729,Fraud,864,Drug Trafficking,COMPLETED,FELONY,Gujarat Police,Gujarat,43,Outside,Public Transport,,,743424,540265,-29.296378,128.037689,"-75.7223645, 143.506237",Gujarat Zone,Vadodara Police Station,F,65+,Indian,25-44,Indian,F,20,20,113
9680470487,2020-11-18,10:16:43,2021-10-23,17:18:55,2020-10-04,564,Drug Trafficking,988,Cyber Crime,ATTEMPTED,VIOLATION,Punjab Police,Punjab,31,Outside,Residence,,,794492,979252,86.5593445,119.453928,"-43.3263435, -147.351549",Punjab Zone,Jalandhar Police Station,M,65+,White,<18,Other Asian,M,25,17,147
8405573407,2020-07-11,15:11:12,2023-04-25,01:46:20,2021-11-30,324,Assault,790,Drug Trafficking,ATTEMPTED,VIOLATION,Punjab Police,Punjab,1,Inside,Park,,,802187,819206,57.4420615,38.222568,"3.5753465, -120.002328",Punjab Zone,Amritsar Police Station,F,45-64,Indian,<18,Other Asian,F,6,20,30
8585990906,2020-01-12,19:10:10,2022-01-15,19:50:27,2022-04-06,959,Fraud,158,Dowry Death,COMPLETED,MISDEMEANOR,Punjab Police,Punjab,31,Outside,Park,,,936784,702340,-42.6887095,177.032852,"-66.1250265, -81.414046",Punjab Zone,Amritsar Police Station,F,25-44,Indian,65+,White,F,12,12,79
1390452211,2023-03-18,16:10:02,2022-05-02,16:42:06,2023-08-31,297,Cyber Crime,221,Theft,COMPLETED,VIOLATION,Tamil Nadu Police,Tamil Nadu,47,Outside,Park,Madurai,,954617,569576,-65.5427525,-90.413081,"61.922365, 8.771495",Tamil Nadu Zone,Madurai Police Station,M,65+,White,25-44,Black,F,3,17,85
1935480857,2020-07-01,14:20:58,2024-07-18,23:14:02,2022-01-20,144,Dowry Death,523,Kidnapping,ATTEMPTED,FELONY,Tamil Nadu Police,Tamil Nadu,28,Outside,Commercial,Coimbatore,,951018,731864,11.639693,-151.083191,"1.199715, 110.095140",Tamil Nadu Zone,Coimbatore Police Station,M,65+,Black,<18,Black,M,15,10,20
8323644726,2023-11-17,11:19:42,2021-11-18,19:38:50,2024-04-22,657,Theft,116,Assault,COMPLETED,VIOLATION,Tamil Nadu Police,Tamil Nadu,42,Outside,Commercial,,,570476,940983,-11.457850,4.604223,"34.528409, 110.317595",Tamil Nadu Zone,Coimbatore Police Station,M,25-44,White,25-44,Other Asian,F,17,14,48
9904611118,2024-03-12,04:13:53,2024-10-17,21:13:53,2024-03-04,241,Domestic Violence,548,Vehicle Theft,ATTEMPTED,MISDEMEANOR,Tamil Nadu Police,Tamil Nadu,66,Inside,Commercial,Chennai,,944546,575778,68.088999,76.733982,"-84.7127385, 159.685249",Tamil Nadu Zone,Chennai Police Station,F,45-64,White,65+,Black,M,23,7,189
5121563290,2022-05-21,04:36:54,2021-09-14,08:38:06,2023-10-15,157,Vehicle Theft,343,Cyber Crime,COMPLETED,MISDEMEANOR,Uttar Pradesh Police,Uttar Pradesh,21,Outside,Residence,,,529678,694783,25.804240,-34.220378,"-31.926363, 80.761206",Uttar Pradesh Zone,Noida Police Station,F,25-44,Indian,18-24,White,F,22,1,102
227879496,2024-02-20,14:52:01,2021-02-11,13:59:45,2020-06-21,152,Theft,630,Murder,ATTEMPTED,FELONY,West Bengal Police,West Bengal,7,Outside,Public Transport,,,619417,840055,-33.8750715,114.169435,"-81.296626, 117.640520",West Bengal Zone,Kolkata Police Station,F,<18,White,18-24,Other Asian,M,24,18,72
1870932650,2020-08-23,05:40:15,2021-09-01,23:19:02,2020-02-10,999,Vehicle Theft,957,Vehicle Theft,ATTEMPTED,FELONY,Delhi Police,Delhi,66,Inside,Street,,,510602,736929,19.286327,-55.743805,"10.637652, 130.094086",Delhi Zone,Dwarka Police Station,F,18-24,Other Asian,65+,Other Asian,F,14,1,168
6346933739,2022-11-28,06:04:36,2024-09-05,01:46:21,2022-06-02,114,Fraud,817,Cyber Crime,ATTEMPTED,MISDEMEANOR,Delhi Police,Delhi,13,Inside,Park,,,666650,887361,43.0436825,155.176182,"35.507671, -141.528209",Delhi Zone,Saket Police Station,F,25-44,White,18-24,White,F,12,15,10
6621429502,2021-10-29,20:28:09,2022-08-25,01:54:04,2024-02-22,334,Drug Trafficking,631,Murder,ATTEMPTED,VIOLATION,Gujarat Police,Gujarat,57,Outside,Park,,,979058,732257,30.180688,112.056014,"-63.7328225, -126.963287",Gujarat Zone,Ahmedabad Police Station,M,45-64,White,45-64,White,F,9,8,132
6530785273,2021-07-15,19:15:36,2022-10-08,02:41:35,2023-11-10,564,Murder,824,Murder,ATTEMPTED,MISDEMEANOR,Punjab Police,Punjab,72,Outside,Commercial,,,839495,715379,-61.9713655,141.453379,"31.5417515, 50.576973",Punjab Zone,Jalandhar Police Station,F,25-44,White,18-24,White,M,3,3,129
7638190388,2020-12-31,07:17:57,2021-11-23,13:31:28,2021-12-04,967,Murder,807,Drug Trafficking,ATTEMPTED,FELONY,Rajasthan Police,Rajasthan,65,Outside,Residence,,,517687,785760,18.5797585,-134.256701,"74.0634785, -157.156030",Rajasthan Zone,Jodhpur Police Station,M,65+,Black,18-24,White,M,25,12,52
4135773416,2023-03-19,01:04:02,2024-01-18,03:45:52,2022-06-21,819,Theft,249,Domestic Violence,ATTEMPTED,MISDEMEANOR,Gujarat Police,Gujarat,61,Inside,Street,,,913494,966306,-73.0503875,-133.408813,"-42.6860295, -96.689884",Gujarat Zone,Ahmedabad Police Station,M,65+,Other Asian,45-64,White,M,10,10,157
8876499745,2024-06-29,06:40:46,2022-11-07,15:41:27,2024-09-28,631,Assault,437,Assault,COMPLETED,VIOLATION,Karnataka Police,Karnataka,44,Outside,Park,,,959589,828200,41.248371,1.138917,"86.5394435, -3.550888",Karnataka Zone,Mysore Police Station,F,25-44,Black,65+,Indian,F,9,6,37
5522249916,2023-04-08,15:09:15,2022-06-30,00:56:36,2022-01-10,244,Fraud,811,Drug Trafficking,COMPLETED,VIOLATION,Maharashtra Police,Maharashtra,91,Outside,Public Transport,,,634639,592150,-29.5854515,-115.108394,"-64.3559585, -62.862452",Maharashtra Zone,Nagpur Police Station,F,25-44,Black,<18,Other Asian,F,24,6,196
1758067649,2022-09-03,07:04:37,2022-04-19,09:45:36,2021-03-15,579,Theft,584,Murder,ATTEMPTED,MISDEMEANOR,Bihar Police,Bihar,91,Inside,Park,,,976666,983824,43.988550,-160.595664,"8.9936595, -79.749264",Bihar Zone,Patna Police Station,M,<18,White,65+,Black,M,6,5,134
4739527050,2021-10-27,00:01:43,2021-08-24,02:35:52,2024-09-25,495,Dowry Death,461,Murder,COMPLETED,FELONY,Uttar Pradesh Police,Uttar Pradesh,55,Inside,Street,,,515994,587200,16.864196,115.249696,"21.378660, -52.220144",Uttar Pradesh Zone,Lucknow Police Station,M,<18,Other Asian,45-64,Indian,F,16,1,29
2093668544,2020-08-14,16:03:18,2024-03-11,08:11:12,2023-01-12,111,Fraud,393,Vehicle Theft,ATTEMPTED,FELONY,Karnataka Police,Karnataka,76,Outside,Street,,,995420,726520,70.9262745,4.452002,"-10.679000, -38.133516",Karnataka Zone,Hubli Police Station,M,18-24,White,<18,Black,M,14,6,75
7685675612,2020-07-28,16:35:10,2021-11-03,11:03:18,2023-05-10,476,Kidnapping,654,Theft,ATTEMPTED,FELONY,Karnataka Police,Karnataka,18,Outside,Commercial,,,635710,880815,-9.450111,-134.049082,"-89.327938, 161.344100",Karnataka Zone,Hubli Police Station,F,<18,Indian,<18,Other Asian,M,1,9,50
7876073519,2023-04-06,02:03:20,2024-08-10,09:22:03,2022-08-17,711,Murder,496,Cyber Crime,ATTEMPTED,MISDEMEANOR,West Bengal Police,West Bengal,29,Outside,Residence,,,995326,594979,-15.967901,-86.151471,"19.357023, 21.699260",West Bengal Zone,Siliguri Police Station,F,45-64,Indian,<18,Other Asian,F,9,3,115
4539050044,2022-11-10,01:08:47,2023-11-10,01:28:15,2021-01-26,550,Kidnapping,728,Murder,COMPLETED,MISDEMEANOR,Tamil Nadu Police,Tamil Nadu,5,Outside,Commercial,,,633899,651636,-76.798154,124.607732,"-18.160775, 152.199515",Tamil Nadu Zone,Chennai Police Station,F,18-24,Black,65+,Other Asian,F,2,12,190
8039324803,2022-03-26,02:39:16,2020-02-18,23:49:15,2021-01-26,748,Fraud,635,Theft,COMPLETED,MISDEMEANOR,Punjab Police,Punjab,44,Inside,Street,,,768188,610568,35.6034355,36.354273,"46.566916, -15.306102",Punjab Zone,Amritsar Police Station,M,25-44,Indian,18-24,Indian,M,5,10,82
8947180588,2020-07-05,21:44:31,2023-10-20,16:09:10,2021-05-12,413,Domestic Violence,473,Dowry Death,COMPLETED,MISDEMEANOR,Uttar Pradesh Police,Uttar Pradesh,84,Outside,Residence,,,776833,534855,23.978646,76.506669,"48.629577, -100.686914",Uttar Pradesh Zone,Kanpur Police Station,F,18-24,Black,65+,Other Asian,M,23,19,96
7896144667,2020-05-05,14:46:55,2022-05-20,13:06:47,2021-03-17,778,Fraud,114,Kidnapping,ATTEMPTED,MISDEMEANOR,Karnataka Police,Karnataka,91,Inside,Residence,,,596670,927688,-43.895855,-36.882044,"16.1834265, 8.766471",Karnataka Zone,Mysore Police Station,M,<18,Other Asian,45-64,White,F,9,5,3
6132733049,2021-06-26,14:57:02,2023-09-01,20:46:54,2020-05-03,701,Fraud,906,Drug Trafficking,ATTEMPTED,MISDEMEANOR,West Bengal Police,West Bengal,73,Inside,Public Transport,,,812284,623269,81.1736855,177.374654,"-21.5000085, 166.027538",West Bengal Zone,Siliguri Police Station,F,18-24,White,18-24,White,M,3,12,74
5006888252,2023-12-27,15:25:44,2024-01-04,07:14:53,2021-09-11,923,Domestic Violence,584,Domestic Violence,COMPLETED,MISDEMEANOR,Rajasthan Police,Rajasthan,76,Inside,Commercial,,,593578,790770,-87.859672,-157.169167,"72.400460, -103.873495",Rajasthan Zone,Udaipur Police Station,M,<18,Other Asian,25-44,Indian,F,23,9,124
5833961679,2022-01-14,04:51:55,2021-04-03,07:41:30,2023-01-02,578,Dowry Death,600,Murder,ATTEMPTED,VIOLATION,Karnataka Police,Karnataka,92,Inside,Public Transport,,,656260,858364,17.4236555,-169.672653,"-75.0664175, 16.682682",Karnataka Zone,Bangalore Police Station,M,45-64,Black,25-44,Other Asian,F,25,12,98
984206349,2021-10-29,22:44:36,2024-08-06,23:48:02,2023-07-29,204,Kidnapping,587,Vehicle Theft,ATTEMPTED,VIOLATION,Rajasthan Police,Rajasthan,62,Inside,Residence,,,872994,503768,-34.034852,114.413594,"51.448170, 170.491180",Rajasthan Zone,Jodhpur Police Station,F,25-44,Indian,65+,Other Asian,M,17,6,154
